0140001;014;ANDRES;\N;ESPINOSA;TORO;AESPINOSAT@UFPSO.EDU.CO;+573147751158;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;N;N;N;2025-03-23 18:27:04;\N;2025-06-09 11:09:30
0140002;014;ANGELA;FERNEY;FUENTES;LOZANO;AFFUENTESL@UFPSO.EDU.CO;+573006098175;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2025-03-22 20:42:24;\N;2026-04-07 16:25:35
0140003;014;DIEGO;SERGIO;NAVARRO;NARANJO;DSNAVARRON@UFPSO.EDU.CO;+573139647849;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;N;2023-10-05 21:28:28;\N;2026-05-23 12:42:05
0140004;014;PAOLA;\N;SUAREZ;FUENTES;PSUAREZF@UFPSO.EDU.CO;+573244262081;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2025-09-13 16:14:51;\N;2026-03-02 09:29:26
0140005;014;MONICA;ANDRES;BARRERA;AMAYA;MABARRERAA@UFPSO.EDU.CO;+573113950888;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2023-04-18 11:41:44;\N;2026-05-17 10:49:27
0140006;014;ANGELA;\N;ROMERO;DUARTE;AROMEROD@UFPSO.EDU.CO;+573208159521;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;N;N;N;2025-09-16 10:29:08;\N;2026-02-27 08:09:00
0140007;014;MARIA;\N;RIVERA;FONSECA;MRIVERAF@UFPSO.EDU.CO;+573209130188;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;N;N;N;2026-03-30 15:48:15;\N;\N
0140008;014;XIMENA;ALBERTO;MEDINA;DAVILA;XAMEDINAD@UFPSO.EDU.CO;+573163563646;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2025-02-20 16:15:17;\N;2025-11-21 11:09:14
0140009;014;MONICA;SERGIO;GONZALEZ;BECERRA;MSGONZALEZB@UFPSO.EDU.CO;+573227381734;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2025-05-16 17:34:29;\N;2026-05-17 07:54:56
0140010;014;HELENA;JOSE;MENDOZA;WILCHES;HJMENDOZAW@UFPSO.EDU.CO;+573179147720;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2023-10-22 20:34:47;\N;2025-12-27 22:14:17
0140011;014;CARLOS;ANDRES;SUAREZ;SERRANO;CASUAREZS@UFPSO.EDU.CO;+573501454696;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;N;N;N;2025-10-26 12:53:29;\N;2025-11-10 08:31:05
0140012;014;HECTOR;LUIS;TORRES;ECHEVERRI;HLTORRESE@UFPSO.EDU.CO;+573175232413;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2024-03-18 08:16:24;\N;2026-02-06 15:48:53
0140013;014;HECTOR;\N;RODRIGUEZ;JARAMILLO;HRODRIGUEZJ@UFPSO.EDU.CO;+573003556551;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2023-07-28 18:14:41;\N;2025-11-11 07:15:12
0140014;014;TOMAS;ALEJANDRO;ACOSTA;SERRANO;TAACOSTAS@UFPSO.EDU.CO;+573056218367;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;N;2024-03-01 13:29:44;\N;2026-05-11 10:49:52
0140015;014;IVAN;\N;RODRIGUEZ;WILCHES;IRODRIGUEZW@UFPSO.EDU.CO;+573233030966;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;N;2023-05-22 19:45:12;\N;2025-11-27 16:54:43
0140016;014;NATALIA;MARIA;MENDOZA;JARAMILLO;NMMENDOZAJ@UFPSO.EDU.CO;+573248713146;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2024-05-20 18:04:32;\N;2026-03-06 10:27:23
0140017;014;MONICA;ALEJANDRO;NAVARRO;OCAMPO;MANAVARROO@UFPSO.EDU.CO;+573112453962;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;N;N;N;2024-06-13 15:39:51;\N;2024-10-04 07:00:45
0140018;014;ALEJANDRO;\N;RUIZ;ECHEVERRI;ARUIZE@UFPSO.EDU.CO;+573235635017;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2024-06-25 19:21:01;\N;2026-01-30 15:21:17
0140019;014;MARIA;JOSE;DUARTE;PRADA;MJDUARTEP@UFPSO.EDU.CO;+573198519121;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2025-08-05 14:46:26;\N;2026-04-26 22:41:45
0140020;014;CARLOS;DANIEL;CASTRO;RESTREPO;CDCASTROR@UFPSO.EDU.CO;+573185545223;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2024-05-14 14:19:42;\N;2026-02-17 17:22:44
0140021;014;JUAN;ANTONIO;JIMENEZ;JAIMES;JAJIMENEZJ@UFPSO.EDU.CO;+573195638893;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2024-03-21 17:07:47;\N;2025-12-18 13:13:47
0140022;014;CLAUDIA;\N;DUARTE;OSORIO;CDUARTEO@UFPSO.EDU.CO;+573015901239;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2024-04-13 10:53:12;\N;2026-05-01 11:17:02
0140023;014;ANGELA;ALEJANDRO;BARRERA;IBARRA;AABARRERAI@UFPSO.EDU.CO;+573169250138;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2024-07-18 16:30:30;\N;2026-03-03 10:52:04
0140024;014;GABRIEL;\N;LOPEZ;MORA;GLOPEZM@UFPSO.EDU.CO;+573168558378;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2024-08-22 16:05:15;\N;2026-04-05 14:49:33
0140025;014;FERNANDA;FERNEY;NAVARRO;WILCHES;FFNAVARROW@UFPSO.EDU.CO;+573051044891;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2025-07-30 10:48:13;\N;2026-01-01 12:35:04
0140026;014;CAROLINA;\N;ACOSTA;VEGA;CACOSTAV@UFPSO.EDU.CO;+573244318855;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2026-02-05 14:18:45;\N;2026-02-16 05:18:01
0140027;014;DIANA;FELIPE;ESPINOSA;RESTREPO;DFESPINOSAR@UFPSO.EDU.CO;+573186101803;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2023-03-25 15:52:09;\N;2026-05-11 16:28:07
0140028;014;ANGELA;ANDRES;MEDINA;HOYOS;AAMEDINAH@UFPSO.EDU.CO;+573501348050;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2023-06-21 21:05:38;\N;2026-01-04 07:05:14
0140029;014;LINA;ANTONIO;IBARRA;CONTRERAS;LAIBARRAC@UFPSO.EDU.CO;+573157850944;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;N;2023-03-31 22:33:41;\N;2026-02-20 22:05:30
0140030;014;SERGIO;WILMAR;SANCHEZ;NIETO;SWSANCHEZN@UFPSO.EDU.CO;+573145234550;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2025-04-26 20:44:31;\N;2026-05-14 08:29:05
0140031;014;CAMILO;FELIPE;GUERRERO;HOYOS;CFGUERREROH@UFPSO.EDU.CO;+573105480460;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;N;2024-07-15 21:26:03;\N;2026-04-10 21:48:03
0140032;014;MARIA;ALEJANDRO;CASTRO;DAVILA;MACASTROD@UFPSO.EDU.CO;+573024769851;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2024-11-16 10:01:40;\N;2026-03-22 07:35:26
0140033;014;JORGE;\N;RAMIREZ;RINCON;JRAMIREZR@UFPSO.EDU.CO;+573213426689;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2025-03-12 22:59:45;\N;2026-03-04 22:15:29
0140034;014;CRISTIAN;SERGIO;CONTRERAS;LOZANO;CSCONTRERASL@UFPSO.EDU.CO;+573139214801;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;N;N;N;2024-02-18 15:49:50;\N;2024-07-04 23:08:36
0140035;014;MIGUEL;\N;ESPINOSA;FONSECA;MESPINOSAF@UFPSO.EDU.CO;+573117891662;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2023-05-14 17:35:48;\N;2025-12-19 14:36:24
0140036;014;DAVID;WILMAR;ACOSTA;FRANCO;DWACOSTAF@UFPSO.EDU.CO;+573182672884;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2026-03-22 11:31:02;\N;2026-04-13 22:26:56
0140037;014;KAREN;\N;GARCIA;MORA;KGARCIAM@UFPSO.EDU.CO;+573509952696;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;N;2023-05-30 11:04:30;\N;2026-02-10 09:54:21
0140038;014;CRISTIAN;WILMAR;BARRERA;JARAMILLO;CWBARRERAJ@UFPSO.EDU.CO;+573242686231;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2023-02-24 09:15:40;\N;2025-11-24 20:06:48
0140039;014;FERNANDA;CAMILO;VARGAS;BARRERA;FCVARGASB@UFPSO.EDU.CO;+573053851852;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2025-02-12 17:50:03;\N;2026-03-16 20:36:43
0140040;014;OSCAR;DANIEL;ORTEGA;PACHECO;ODORTEGAP@UFPSO.EDU.CO;+573185825658;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2024-04-02 22:58:37;\N;2026-01-05 07:57:51
0140041;014;VIVIANA;\N;RIVERA;ESPINOSA;VRIVERAE@UFPSO.EDU.CO;+573192789344;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2025-05-25 18:37:19;\N;2026-01-17 13:24:54
0140042;014;TOMAS;ANDRES;IBARRA;DURAN;TAIBARRAD@UFPSO.EDU.CO;+573501822825;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2024-06-27 16:44:18;\N;2026-02-10 15:00:36
0140043;014;PATRICIA;\N;CASTRO;RESTREPO;PCASTROR@UFPSO.EDU.CO;+573241661401;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;N;2025-05-02 14:40:12;\N;2026-04-18 11:40:06
0140044;014;JUAN;\N;MARTINEZ;NARANJO;JMARTINEZN@UFPSO.EDU.CO;+573217138070;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2024-10-16 11:05:58;\N;2025-12-15 13:08:50
0140045;014;KAREN;\N;MEDINA;NIETO;KMEDINAN@UFPSO.EDU.CO;+573507667458;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2023-09-18 22:51:18;\N;2025-11-20 11:48:14
0140046;014;MARIA;JAVIER;PEREZ;AMAYA;MJPEREZA@UFPSO.EDU.CO;+573152817745;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;N;2025-02-04 15:34:07;\N;2026-03-30 19:52:40
0140047;014;VIVIANA;ALBERTO;ACOSTA;BARRERA;VAACOSTAB@UFPSO.EDU.CO;+573011624315;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;N;2026-04-21 17:58:39;\N;2026-05-12 14:05:47
0140048;014;JUAN;\N;RAMIREZ;IBARRA;JRAMIREZI@UFPSO.EDU.CO;+573047960607;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2023-04-16 11:24:29;\N;2026-04-28 20:37:47
0140049;014;LEIDY;FELIPE;BARRERA;PACHECO;LFBARRERAP@UFPSO.EDU.CO;+573217017548;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;N;2025-10-27 15:02:44;\N;2026-02-01 10:43:23
0140050;014;FABIAN;ANDRES;MEDINA;PRADA;FAMEDINAP@UFPSO.EDU.CO;+573224442778;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;N;2023-08-15 21:05:42;\N;2025-11-13 17:15:08
0170001;017;GABRIEL;\N;MORALES;NARANJO;GMORALESN@UFPSO.EDU.CO;+573045205279;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;N;N;2025-09-08 14:21:49;\N;2025-11-01 15:54:09
0170002;017;OSCAR;FELIPE;RODRIGUEZ;LOZANO;OFRODRIGUEZL@UFPSO.EDU.CO;+573202906718;$2a$12$LQv3c1yqBWVHxkd0LHAkCOYz6TtxMaJqHtuBap2VMXpqQ8P/U1.O2;Y;Y;Y;2025-02-04 18:50:50;\N;2025-11-14 11:47:26
